Cluster;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count;geneSymbol
nonTprogWTopen;GO:0034599;cellular response to oxidative stress;14/551;276/28564;1,02874738006207e-03;1,53836778186840e-02;1,14579263521939e-02;17279/20698/16952/18124/383766/50754/26413/229731/13649/108655/12578/11350/16193/74244;14;Melk/Sphk1/Anxa1/Nr4a3/Tldc2/Fbxw7/Mapk1/Slc25a24/Egfr/Foxp1/Cdkn2a/Abl1/Il6/Atg7
nonTprogWTopen;GO:0048738;cardiac muscle tissue development;14/551;276/28564;1,02874738006207e-03;1,53836778186840e-02;1,14579263521939e-02;228785/13609/14613/21393/12444/14464/232854/108058/18479/26413/107765/18996/108655/74244;14;Mylk2/S1pr1/Gja5/Tcap/Ccnd2/Gata5/Zfp418/Camk2d/Pak1/Mapk1/Ankrd1/Pou4f1/Foxp1/Atg7
nonTprogWTopen;GO:1900024;regulation of substrate adhesion-dependent cell spreading;6/551;60/28564;1,03888415418850e-03;1,54274272589227e-02;1,14905113991582e-02;277360/60595/11806/11350/20194/320664;6;Prex1/Actn4/Apoa1/Abl1/S100a10/Cass4
nonTprogWTopen;GO:0035744;T-helper 1 cell cytokine production;3/551;11/28564;1,04946523532899e-03;1,54274272589227e-02;1,14905113991582e-02;57765/16177/16182;3;Tbx21/Il1r1/Il18r1
nonTprogWTopen;GO:0043353;enucleate erythrocyte differentiation;3/551;11/28564;1,04946523532899e-03;1,54274272589227e-02;1,14905113991582e-02;12611/19645/216781;3;Cebpg/Rb1/Trim58
nonTprogWTopen;GO:0070257;positive regulation of mucus secretion;3/551;11/28564;1,04946523532899e-03;1,54274272589227e-02;1,14905113991582e-02;83671/13649/74244;3;Sytl2/Egfr/Atg7
nonTprogWTopen;GO:0097503;sialylation;3/551;11/28564;1,04946523532899e-03;1,54274272589227e-02;1,14905113991582e-02;20443/54613/20446;3;St3gal4/St3gal6/St6galnac2
nonTprogWTopen;GO:0150115;cell-substrate junction organization;8/551;106/28564;1,05210219002585e-03;1,54274272589227e-02;1,14905113991582e-02;11845/21838/192197/19271/22417/11350/20194/26921;8;Arf6/Thy1/Bcas3/Ptprj/Wnt4/Abl1/S100a10/Map4k4
nonTprogWTopen;GO:0033630;positive regulation of cell adhesion mediated by integrin;4/551;24/28564;1,07089837935623e-03;1,55023659963676e-02;1,15463265653811e-02;16878/234839/12501/78473;4;Lif/Piezo1/Cd3e/Skap1
nonTprogWTopen;GO:0043011;myeloid dendritic cell differentiation;4/551;24/28564;1,07089837935623e-03;1,55023659963676e-02;1,15463265653811e-02;16364/53314/18129/320910;4;Irf4/Batf/Notch2/Itgb8
nonTprogWTopen;GO:0043371;negative regulation of CD4-positive, alpha-beta T cell differentiation;4/551;24/28564;1,07089837935623e-03;1,55023659963676e-02;1,15463265653811e-02;57765/16952/15289/12394;4;Tbx21/Anxa1/Hmgb1/Runx1
nonTprogWTopen;GO:1903747;regulation of establishment of protein localization to mitochondrion;4/551;24/28564;1,07089837935623e-03;1,55023659963676e-02;1,15463265653811e-02;50754/19259/12578/170770;4;Fbxw7/Ptpn5/Cdkn2a/Bbc3
nonTprogWTopen;GO:1901990;regulation of mitotic cell cycle phase transition;16/551;342/28564;1,09648734143852e-03;1,58222424969998e-02;1,17845739746963e-02;77045/12193/16952/56696/12444/108058/72290/53869/387218/19645/74370/13649/239985/59126/12578/19891;16;Bcl7a/Zfp36l2/Anxa1/Gpr132/Ccnd2/Camk2d/Lsm11/Rab11a/Mir26a-1/Rb1/Rptor/Egfr/Arid1b/Nek6/Cdkn2a/Rpa2
nonTprogWTopen;GO:0030513;positive regulation of BMP signaling pathway;5/551;41/28564;1,10796392409061e-03;1,59370937779509e-02;1,18701164265146e-02;225743/18007/18129/17702/105083;5;Rnf165/Neo1/Notch2/Msx2/Pelo
nonTprogWTopen;GO:1903555;regulation of tumor necrosis factor superfamily cytokine production;11/551;188/28564;1,12179334596811e-03;1,60849545904478e-02;1,19802447274276e-02;20128/77125/16800/15289/19271/13051/108655/12775/21941/16193/73914;11;Trim30a/Il33/Arhgef2/Hmgb1/Ptprj/Cx3cr1/Foxp1/Ccr7/Tnfrsf8/Il6/Irak3
nonTprogWTopen;GO:0051222;positive regulation of protein transport;16/551;343/28564;1,13021870154116e-03;1,61546401788107e-02;1,20321472925152e-02;11845/50754/19259/18439/18479/26413/192197/107765/13649/20660/18762/170770/20866/16193/74244/70790;16;Arf6/Fbxw7/Ptpn5/P2rx7/Pak1/Mapk1/Bcas3/Ankrd1/Egfr/Sorl1/Prkcz/Bbc3/Stim1/Il6/Atg7/Ubr5
nonTprogWTopen;GO:0008361;regulation of cell size;12/551;218/28564;1,15401208787201e-03;1,64428577677613e-02;1,22468148087311e-02;20361/14168/20355/18439/18479/74370/16197/20499/20187/14489/11350/11827;12;Sema7a/Fgf13/Sema4f/P2rx7/Pak1/Rptor/Il7r/Slc12a7/Ryk/Mtpn/Abl1/Aqp2
nonTprogWTopen;GO:0009991;response to extracellular stimulus;19/551;447/28564;1,22453174006619e-03;1,73929570979308e-02;1,29544588637262e-02;233833/18439/81004/668303/26413/192197/12501/14159/74370/93739/27220/20660/75747/13198/22417/11827/12393/223453/74244;19;Tnrc6a/P2rx7/Tbl1xr1/Kif26a/Mapk1/Bcas3/Cd3e/Fes/Rptor/Gabarapl2/Cartpt/Sorl1/Sesn3/Ddit3/Wnt4/Aqp2/Runx2/Dap/Atg7
nonTprogWTopen;GO:0032655;regulation of interleukin-12 production;6/551;62/28564;1,23505364554968e-03;1,74331092460610e-02;1,29843646093860e-02;21947/15289/16170/108655/12775/73914;6;Cd40lg/Hmgb1/Il16/Foxp1/Ccr7/Irak3
nonTprogWTopen;GO:0045620;negative regulation of lymphocyte differentiation;6/551;62/28564;1,23505364554968e-03;1,74331092460610e-02;1,29843646093860e-02;57765/16952/15289/12578/12505/12394;6;Tbx21/Anxa1/Hmgb1/Cdkn2a/Cd44/Runx1
nonTprogWTopen;GO:0062197;cellular response to chemical stress;16/551;347/28564;1,27406321443637e-03;1,78783016842823e-02;1,33159486577400e-02;17279/20698/16952/18124/383766/50754/26413/229731/74370/13649/13198/108655/12578/11350/16193/74244;16;Melk/Sphk1/Anxa1/Nr4a3/Tldc2/Fbxw7/Mapk1/Slc25a24/Rptor/Egfr/Ddit3/Foxp1/Cdkn2a/Abl1/Il6/Atg7
nonTprogWTopen;GO:0000302;response to reactive oxygen species;11/551;191/28564;1,27448497992125e-03;1,78783016842823e-02;1,33159486577400e-02;20698/16952/18124/26413/13649/75747/108655/12578/11350/16193/74244;11;Sphk1/Anxa1/Nr4a3/Mapk1/Egfr/Sesn3/Foxp1/Cdkn2a/Abl1/Il6/Atg7
nonTprogWTopen;GO:0070228;regulation of lymphocyte apoptotic process;7/551;85/28564;1,29044990208996e-03;1,80463842789186e-02;1,34411383564016e-02;12502/18439/16197/69169/108655/170770/12505;7;Cd3g/P2rx7/Il7r/Fcmr/Foxp1/Bbc3/Cd44
nonTprogWTopen;GO:0002831;regulation of response to biotic stimulus;20/551;485/28564;1,32503617351659e-03;1,83812680093096e-02;1,36905633095626e-02;11845/74019/20128/16364/21947/71164/231130/20480/15289/667823/547253/110651/108655/232408/76438/225825/73914/414084/16783/27027;20;Arf6/Traf3ip1/Trim30a/Irf4/Cd40lg/Zdhhc11/Tnip2/Clpb/Hmgb1/Trim5/Parp14/Rps6ka3/Foxp1/Klrb1f/Rftn1/Cd226/Irak3/Tnip3/Lamp1/Tspan32
nonTprogWTopen;GO:0050868;negative regulation of T cell activation;9/551;136/28564;1,33148710179448e-03;1,83812680093096e-02;1,36905633095626e-02;57765/16952/16184/213208/15289/12578/12505/27027/12394;9;Tbx21/Anxa1/Il2ra/Il20rb/Hmgb1/Cdkn2a/Cd44/Tspan32/Runx1
nonTprogWTopen;GO:0042310;vasoconstriction;8/551;110/28564;1,33708931829384e-03;1,83812680093096e-02;1,36905633095626e-02;14613/11608/11535/229877/13649/11418/67972/11350;8;Gja5/Agtr1b/Adm/Rap1gds1/Egfr/Asic2/Atp2b1/Abl1
nonTprogWTopen;GO:0071901;negative regulation of protein serine/threonine kinase activity;8/551;110/28564;1,33708931829384e-03;1,83812680093096e-02;1,36905633095626e-02;19259/381759/19645/19271/20660/12578/11350/73914;8;Ptpn5/Wee2/Rb1/Ptprj/Sorl1/Cdkn2a/Abl1/Irak3
nonTprogWTopen;GO:0002687;positive regulation of leukocyte migration;10/551;164/28564;1,36652633989011e-03;1,83812680093096e-02;1,36905633095626e-02;21838/16177/20343/26413/15289/19271/13051/20290/12775/11350;10;Thy1/Il1r1/Sell/Mapk1/Hmgb1/Ptprj/Cx3cr1/Ccl1/Ccr7/Abl1
nonTprogWTopen;GO:0002824;positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;10/551;164/28564;1,36652633989011e-03;1,83812680093096e-02;1,36905633095626e-02;57765/55982/16177/16182/18439/240354/76797/18762/16193/225825;10;Tbx21/Paxip1/Il1r1/Il18r1/P2rx7/Malt1/2410137M14Rik/Prkcz/Il6/Cd226
nonTprogWTopen;GO:0046365;monosaccharide catabolic process;5/551;43/28564;1,37893902978546e-03;1,83812680093096e-02;1,36905633095626e-02;15212/18655/319625/53893/56421;5;Hexb/Pgk1/Galm/Nudt5/Pfkp
nonTprogWTopen;GO:0051154;negative regulation of striated muscle cell differentiation;5/551;43/28564;1,37893902978546e-03;1,83812680093096e-02;1,36905633095626e-02;12444/232854/18479/79362/108655;5;Ccnd2/Zfp418/Pak1/Bhlhe41/Foxp1
nonTprogWTopen;GO:0098751;bone cell development;5/551;43/28564;1,37893902978546e-03;1,83812680093096e-02;1,36905633095626e-02;50754/18129/108655/29809/14247;5;Fbxw7/Notch2/Foxp1/Rabgap1l/Fli1
nonTprogWTopen;GO:1900026;positive regulation of substrate adhesion-dependent cell spreading;5/551;43/28564;1,37893902978546e-03;1,83812680093096e-02;1,36905633095626e-02;277360/11806/11350/20194/320664;5;Prex1/Apoa1/Abl1/S100a10/Cass4
nonTprogWTopen;GO:0001781;neutrophil apoptotic process;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;16952/12505/16193;3;Anxa1/Cd44/Il6
nonTprogWTopen;GO:0002664;regulation of T cell tolerance induction;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;16184/12501/12394;3;Il2ra/Cd3e/Runx1
nonTprogWTopen;GO:0033089;positive regulation of T cell differentiation in thymus;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;16197/67596/13655;3;Il7r/Tespa1/Egr3
nonTprogWTopen;GO:0033632;regulation of cell-cell adhesion mediated by integrin;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;234839/12501/78473;3;Piezo1/Cd3e/Skap1
nonTprogWTopen;GO:1902513;regulation of organelle transport along microtubule;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;216781/235180/16783;3;Trim58/Fez1/Lamp1
nonTprogWTopen;GO:2000551;regulation of T-helper 2 cell cytokine production;3/551;12/28564;1,37930503711439e-03;1,83812680093096e-02;1,36905633095626e-02;57765/18762/16193;3;Tbx21/Prkcz/Il6
nonTprogWTopen;GO:0042303;molting cycle;9/551;137/28564;1,40131370443864e-03;1,85653578795657e-02;1,38276753968306e-02;22409/319742/99662/13649/12614/17702/15422/171211/12394;9;Wnt10a/Mpzl3/Eps8l3/Egfr/Celsr1/Msx2/Hoxc13/Edaradd/Runx1
nonTprogWTopen;GO:0042633;hair cycle;9/551;137/28564;1,40131370443864e-03;1,85653578795657e-02;1,38276753968306e-02;22409/319742/99662/13649/12614/17702/15422/171211/12394;9;Wnt10a/Mpzl3/Eps8l3/Egfr/Celsr1/Msx2/Hoxc13/Edaradd/Runx1
nonTprogWTopen;GO:0007162;negative regulation of cell adhesion;15/551;318/28564;1,42912491393841e-03;1,88786151167782e-02;1,40609927085670e-02;57765/16952/16184/213208/60595/11806/192197/14538/15289/218397/12578/11350/12505/27027/12394;15;Tbx21/Anxa1/Il2ra/Il20rb/Actn4/Apoa1/Bcas3/Gcnt2/Hmgb1/Rasa1/Cdkn2a/Abl1/Cd44/Tspan32/Runx1
nonTprogWTopen;GO:0002705;positive regulation of leukocyte mediated immunity;11/551;194/28564;1,44385553263730e-03;1,90177599371501e-02;1,41646292461297e-02;57765/55982/16177/16182/18439/240354/76797/18762/16193/225825/16783;11;Tbx21/Paxip1/Il1r1/Il18r1/P2rx7/Malt1/2410137M14Rik/Prkcz/Il6/Cd226/Lamp1
nonTprogWTopen;GO:0032615;interleukin-12 production;6/551;64/28564;1,45835225910263e-03;1,90283238786589e-02;1,41724973817748e-02;21947/15289/16170/108655/12775/73914;6;Cd40lg/Hmgb1/Il16/Foxp1/Ccr7/Irak3
nonTprogWTopen;GO:0032653;regulation of interleukin-10 production;6/551;64/28564;1,45835225910263e-03;1,90283238786589e-02;1,41724973817748e-02;16364/21947/213208/15289/18762/16193;6;Irf4/Cd40lg/Il20rb/Hmgb1/Prkcz/Il6
nonTprogWTopen;GO:0046850;regulation of bone remodeling;6/551;64/28564;1,45835225910263e-03;1,90283238786589e-02;1,41724973817748e-02;13609/18439/27220/13649/234515/16193;6;S1pr1/P2rx7/Cartpt/Egfr/Inpp4b/Il6
nonTprogWTopen;GO:0050857;positive regulation of antigen receptor-mediated signaling pathway;4/551;26/28564;1,46145590593098e-03;1,90283238786589e-02;1,41724973817748e-02;108655/12775/67596/225825;4;Foxp1/Ccr7/Tespa1/Cd226
nonTprogWTopen;GO:0002200;somatic diversification of immune receptors;7/551;87/28564;1,47828023117913e-03;1,90828710184405e-02;1,42131246698464e-02;57765/55982/21947/50723/15289/53314/108655;7;Tbx21/Paxip1/Cd40lg/Icosl/Hmgb1/Batf/Foxp1
nonTprogWTopen;GO:0019229;regulation of vasoconstriction;7/551;87/28564;1,47828023117913e-03;1,90828710184405e-02;1,42131246698464e-02;14613/11608/11535/13649/11418/67972/11350;7;Gja5/Agtr1b/Adm/Egfr/Asic2/Atp2b1/Abl1
nonTprogWTopen;GO:0034103;regulation of tissue remodeling;7/551;87/28564;1,47828023117913e-03;1,90828710184405e-02;1,42131246698464e-02;13609/18439/27220/13649/234515/109934/16193;7;S1pr1/P2rx7/Cartpt/Egfr/Inpp4b/Abr/Il6
nonTprogWTopen;GO:0070227;lymphocyte apoptotic process;8/551;112/28564;1,50092365699610e-03;1,93201280961629e-02;1,43898362569662e-02;12502/16184/18439/16197/69169/108655/170770/12505;8;Cd3g/Il2ra/P2rx7/Il7r/Fcmr/Foxp1/Bbc3/Cd44
nonTprogWTopen;GO:0070371;ERK1 and ERK2 cascade;16/551;353/28564;1,51863142872066e-03;1,94926883952785e-02;1,45183609974010e-02;20361/12193/16878/50754/108058/26413/14538/15289/18129/13649/20290/18762/11350/12505/16193/20305;16;Sema7a/Zfp36l2/Lif/Fbxw7/Camk2d/Mapk1/Gcnt2/Hmgb1/Notch2/Egfr/Ccl1/Prkcz/Abl1/Cd44/Il6/Ccl6
nonTprogWTopen;GO:0001933;negative regulation of protein phosphorylation;16/551;354/28564;1,56300115547300e-03;1,99963185293059e-02;1,48934700612052e-02;74019/21838/19259/381759/232854/52662/387218/19645/547253/19271/20660/18762/12578/11350/16193/73914;16;Traf3ip1/Thy1/Ptpn5/Wee2/Zfp418/Ldlrad4/Mir26a-1/Rb1/Parp14/Ptprj/Sorl1/Prkcz/Cdkn2a/Abl1/Il6/Irak3
nonTprogWTopen;GO:0035051;cardiocyte differentiation;11/551;196/28564;1,56669456585822e-03;1,99963185293059e-02;1,48934700612052e-02;228785/21393/12444/232854/108058/18479/26413/13649/108655/50501/74244;11;Mylk2/Tcap/Ccnd2/Zfp418/Camk2d/Pak1/Mapk1/Egfr/Foxp1/Prok2/Atg7
nonTprogWTopen;GO:0048041;focal adhesion assembly;7/551;88/28564;1,57984818221161e-03;2,01075621168562e-02;1,49763254647263e-02;21838/192197/19271/22417/11350/20194/26921;7;Thy1/Bcas3/Ptprj/Wnt4/Abl1/S100a10/Map4k4
nonTprogWTopen;GO:1990778;protein localization to cell periphery;17/551;389/28564;1,62035884446798e-03;2,05653947458947e-02;1,53173240612247e-02;11845/14168/72978/108058/83671/53869/67457/192786/13649/78473/53330/20660/269587/16561/18762/20194/102193;17;Arf6/Fgf13/Cnih3/Camk2d/Sytl2/Rab11a/Frmd8/Rapgef6/Egfr/Skap1/Vamp4/Sorl1/Epb41/Kif1b/Prkcz/S100a10/Zdhhc7
nonTprogWTopen;GO:0050866;negative regulation of cell activation;12/551;227/28564;1,62650472586022e-03;2,05857343934990e-02;1,53324732464212e-02;57765/16952/16184/54354/213208/12802/15289/109934/12578/12505/27027/12394;12;Tbx21/Anxa1/Il2ra/Rassf5/Il20rb/Cnr2/Hmgb1/Abr/Cdkn2a/Cd44/Tspan32/Runx1
nonTprogWTopen;GO:0042102;positive regulation of T cell proliferation;8/551;114/28564;1,68028211357739e-03;2,12071260630060e-02;1,57952923504738e-02;16952/16184/21947/50723/12501/15289/12775/16193;8;Anxa1/Il2ra/Cd40lg/Icosl/Cd3e/Hmgb1/Ccr7/Il6
nonTprogWTopen;GO:0072384;organelle transport along microtubule;7/551;89/28564;1,68676562433877e-03;2,12298195663305e-02;1,58121947123687e-02;75665/216781/235180/16561/18762/50850/16783;7;Bicdl1/Trim58/Fez1/Kif1b/Prkcz/Spast/Lamp1
nonTprogWTopen;GO:0046636;negative regulation of alpha-beta T cell activation;5/551;45/28564;1,69584653209548e-03;2,12849879139187e-02;1,58532846826013e-02;57765/16952/15289/12505/12394;5;Tbx21/Anxa1/Hmgb1/Cd44/Runx1
nonTprogWTopen;GO:0070997;neuron death;19/551;461/28564;1,74068847336900e-03;2,17585775666652e-02;1,62060192774289e-02;18124/383766/50754/19259/277432/11608/18007/15258/19645/13051/18996/20660/109700/13198/11350/170770/70551/16193/74244;19;Nr4a3/Tldc2/Fbxw7/Ptpn5/Vstm2l/Agtr1b/Neo1/Hipk2/Rb1/Cx3cr1/Pou4f1/Sorl1/Itga1/Ddit3/Abl1/Bbc3/Tmtc4/Il6/Atg7
nonTprogWTopen;GO:0050670;regulation of lymphocyte proliferation;13/551;260/28564;1,74318332745519e-03;2,17585775666652e-02;1,62060192774289e-02;16952/16184/21947/54354/213208/50723/12501/15289/12775/12578/12505/16193/27027;13;Anxa1/Il2ra/Cd40lg/Rassf5/Il20rb/Icosl/Cd3e/Hmgb1/Ccr7/Cdkn2a/Cd44/Il6/Tspan32
nonTprogWTopen;GO:0032754;positive regulation of interleukin-5 production;3/551;13/28564;1,76751604058307e-03;2,18218397271986e-02;1,62531376053616e-02;77125/17082/18762;3;Il33/Il1rl1/Prkcz
nonTprogWTopen;GO:0045628;regulation of T-helper 2 cell differentiation;3/551;13/28564;1,76751604058307e-03;2,18218397271986e-02;1,62531376053616e-02;16952/18762/16193;3;Anxa1/Prkcz/Il6
nonTprogWTopen;GO:0060213;positive regulation of nuclear-transcribed mRNA poly(A) tail shortening;3/551;13/28564;1,76751604058307e-03;2,18218397271986e-02;1,62531376053616e-02;233833/22057/213988;3;Tnrc6a/Tob1/Tnrc6b
nonTprogWTopen;GO:1903025;regulation of RNA polymerase II regulatory region sequence-specific DNA binding;3/551;13/28564;1,76751604058307e-03;2,18218397271986e-02;1,62531376053616e-02;16878/50754/13198;3;Lif/Fbxw7/Ddit3
nonTprogWTopen;GO:0032675;regulation of interleukin-6 production;10/551;170/28564;1,78578634243192e-03;2,19874943411931e-02;1,63765189182973e-02;20128/77125/16800/18439/16194/15289/16170/16598/16193/73914;10;Trim30a/Il33/Arhgef2/P2rx7/Il6ra/Hmgb1/Il16/Klf2/Il6/Irak3
nonTprogWTopen;GO:0002260;lymphocyte homeostasis;7/551;90/28564;1,79922177833933e-03;2,20020422568920e-02;1,63873543601612e-02;16184/213208/18439/210293/16197/11350/12505;7;Il2ra/Il20rb/P2rx7/Dock10/Il7r/Abl1/Cd44
nonTprogWTopen;GO:0033627;cell adhesion mediated by integrin;7/551;90/28564;1,79922177833933e-03;2,20020422568920e-02;1,63873543601612e-02;16878/234839/12501/320910/78473/16411/109700;7;Lif/Piezo1/Cd3e/Itgb8/Skap1/Itgax/Itga1
nonTprogWTopen;GO:1904951;positive regulation of establishment of protein localization;16/551;359/28564;1,80153557212689e-03;2,20020422568920e-02;1,63873543601612e-02;11845/50754/19259/18439/18479/26413/192197/107765/13649/20660/18762/170770/20866/16193/74244/70790;16;Arf6/Fbxw7/Ptpn5/P2rx7/Pak1/Mapk1/Bcas3/Ankrd1/Egfr/Sorl1/Prkcz/Bbc3/Stim1/Il6/Atg7/Ubr5
nonTprogWTopen;GO:0051054;positive regulation of DNA metabolic process;15/551;326/28564;1,82019348332129e-03;2,21701523465828e-02;1,65125645374309e-02;244694/77045/57765/108961/55982/14464/108058/12611/26413/268936/66713/15289/13649/239985/16193;15;Kdm4d/Bcl7a/Tbx21/E2f8/Paxip1/Gata5/Camk2d/Cebpg/Mapk1/Brpf3/Actr2/Hmgb1/Egfr/Arid1b/Il6
nonTprogWTopen;GO:0032613;interleukin-10 production;6/551;67/28564;1,84935691986765e-03;2,24649764180170e-02;1,67321526318490e-02;16364/21947/213208/15289/18762/16193;6;Irf4/Cd40lg/Il20rb/Hmgb1/Prkcz/Il6
nonTprogWTopen;GO:0033028;myeloid cell apoptotic process;5/551;46/28564;1,87290694814301e-03;2,26089276911439e-02;1,68393690663865e-02;11845/16952/12578/12505/16193;5;Arf6/Anxa1/Cdkn2a/Cd44/Il6
nonTprogWTopen;GO:0030038;contractile actin filament bundle assembly;8/551;116/28564;1,87617674064668e-03;2,26089276911439e-02;1,68393690663865e-02;13609/54132/18479/14026/11806/22417/11350/20194;8;S1pr1/Pdlim1/Pak1/Evl/Apoa1/Wnt4/Abl1/S100a10
nonTprogWTopen;GO:0043149;stress fiber assembly;8/551;116/28564;1,87617674064668e-03;2,26089276911439e-02;1,68393690663865e-02;13609/54132/18479/14026/11806/22417/11350/20194;8;S1pr1/Pdlim1/Pak1/Evl/Apoa1/Wnt4/Abl1/S100a10
nonTprogWTopen;GO:0002698;negative regulation of immune effector process;9/551;143/28564;1,88463674857377e-03;2,26506342381638e-02;1,68704325448206e-02;57765/77125/16952/213208/11806/16197/13051/109934/73914;9;Tbx21/Il33/Anxa1/Il20rb/Apoa1/Il7r/Cx3cr1/Abr/Irak3
nonTprogWTopen;GO:1903169;regulation of calcium ion transmembrane transport;11/551;201/28564;1,91155977313308e-03;2,29134320954127e-02;1,70661671753402e-02;22333/21838/108058/18578/18439/29866/12295/11350/73660/20866/12766;11;Vdac1/Thy1/Camk2d/Pde4b/P2rx7/Cabp2/Cacnb1/Abl1/Cabp4/Stim1/Cxcr3
nonTprogWTopen;GO:0043242;negative regulation of protein-containing complex disassembly;7/551;91/28564;1,91740855955962e-03;2,29228975814371e-02;1,70732171696935e-02;16800/14168/13860/14026/14489/29877/73914;7;Arhgef2/Fgf13/Eps8/Evl/Mtpn/Hdgfl3/Irak3
nonTprogWTopen;GO:0006925;inflammatory cell apoptotic process;4/551;28/28564;1,94156773415378e-03;2,30294072035427e-02;1,71525466655573e-02;16952/12578/12505/16193;4;Anxa1/Cdkn2a/Cd44/Il6
nonTprogWTopen;GO:0035020;regulation of Rac protein signal transduction;4/551;28/28564;1,94156773415378e-03;2,30294072035427e-02;1,71525466655573e-02;11845/19417/108058/94176;4;Arf6/Rasgrf1/Camk2d/Dock2
nonTprogWTopen;GO:0045061;thymic T cell selection;4/551;28/28564;1,94156773415378e-03;2,30294072035427e-02;1,71525466655573e-02;12502/12501/94176/12775;4;Cd3g/Cd3e/Dock2/Ccr7
nonTprogWTopen;GO:0051250;negative regulation of lymphocyte activation;10/551;172/28564;1,94664819222177e-03;2,30294072035427e-02;1,71525466655573e-02;57765/16952/16184/54354/213208/15289/12578/12505/27027/12394;10;Tbx21/Anxa1/Il2ra/Rassf5/Il20rb/Hmgb1/Cdkn2a/Cd44/Tspan32/Runx1
nonTprogWTopen;GO:0009100;glycoprotein metabolic process;16/551;362/28564;1,95877229563021e-03;2,31124928945325e-02;1,72144297691624e-02;15212/107895/77125/72661/14423/14538/20443/328370/233781/14733/215494/54613/12775/17158/70551/20446;16;Hexb/Mgat5/Il33/Serp2/Galnt1/Gcnt2/St3gal4/Rft1/Xylt1/Gpc1/Pomgnt2/St3gal6/Ccr7/Man2a1/Tmtc4/St6galnac2
nonTprogWTopen;GO:0042471;ear morphogenesis;9/551;144/28564;1,97676853610640e-03;2,31877952131543e-02;1,72705157345009e-02;50769/21393/18124/329421/72747/26413/12020/12614/109934;9;Atp8a2/Tcap/Nr4a3/Myo3b/Ttc39c/Mapk1/Nkx3-2/Celsr1/Abr
nonTprogWTopen;GO:0014706;striated muscle tissue development;14/551;296/28564;1,98171005618593e-03;2,31877952131543e-02;1,72705157345009e-02;228785/13609/14613/21393/12444/14464/232854/108058/18479/26413/107765/18996/108655/74244;14;Mylk2/S1pr1/Gja5/Tcap/Ccnd2/Gata5/Zfp418/Camk2d/Pak1/Mapk1/Ankrd1/Pou4f1/Foxp1/Atg7
nonTprogWTopen;GO:0031668;cellular response to extracellular stimulus;13/551;264/28564;1,99347273942609e-03;2,31877952131543e-02;1,72705157345009e-02;233833/18439/668303/26413/14159/74370/93739/27220/75747/22417/11827/223453/74244;13;Tnrc6a/P2rx7/Kif26a/Mapk1/Fes/Rptor/Gabarapl2/Cartpt/Sesn3/Wnt4/Aqp2/Dap/Atg7
nonTprogWTopen;GO:0032944;regulation of mononuclear cell proliferation;13/551;264/28564;1,99347273942609e-03;2,31877952131543e-02;1,72705157345009e-02;16952/16184/21947/54354/213208/50723/12501/15289/12775/12578/12505/16193/27027;13;Anxa1/Il2ra/Cd40lg/Rassf5/Il20rb/Icosl/Cd3e/Hmgb1/Ccr7/Cdkn2a/Cd44/Il6/Tspan32
nonTprogWTopen;GO:0030330;DNA damage response, signal transduction by p53 class mediator;6/551;68/28564;1,99585966301703e-03;2,31877952131543e-02;1,72705157345009e-02;55982/15258/107765/53314/12578/12505;6;Paxip1/Hipk2/Ankrd1/Batf/Cdkn2a/Cd44
nonTprogWTopen;GO:0032233;positive regulation of actin filament bundle assembly;6/551;68/28564;1,99585966301703e-03;2,31877952131543e-02;1,72705157345009e-02;18479/14026/11806/22417/11350/20194;6;Pak1/Evl/Apoa1/Wnt4/Abl1/S100a10
nonTprogWTopen;GO:0051017;actin filament bundle assembly;10/551;173/28564;2,03135259037709e-03;2,35397917826051e-02;1,75326865116407e-02;13609/54132/13860/60595/18479/14026/11806/22417/11350/20194;10;S1pr1/Pdlim1/Eps8/Actn4/Pak1/Evl/Apoa1/Wnt4/Abl1/S100a10
nonTprogWTopen;GO:0120163;negative regulation of cold-induced thermogenesis;5/551;47/28564;2,06311744348041e-03;2,37862217211444e-02;1,77162301427566e-02;209448/16182/19645/21887/13198;5;Hoxc10/Il18r1/Rb1/Tle3/Ddit3
nonTprogWTopen;GO:1900087;positive regulation of G1/S transition of mitotic cell cycle;5/551;47/28564;2,06311744348041e-03;2,37862217211444e-02;1,77162301427566e-02;16952/12444/72290/74370/13649;5;Anxa1/Ccnd2/Lsm11/Rptor/Egfr
nonTprogWTopen;GO:0090316;positive regulation of intracellular protein transport;9/551;145/28564;2,07245943214280e-03;2,38332834696422e-02;1,77512822320327e-02;50754/19259/18479/26413/192197/20660/170770/16193/70790;9;Fbxw7/Ptpn5/Pak1/Mapk1/Bcas3/Sorl1/Bbc3/Il6/Ubr5
