consensus;gencode_chr;gencode_start;gencode_end;gencode_gene_name;gencode_characterization;homer_Annotation;homer_Gene.Name;KO1_Tterm;KO2_Tterm;KO3_Tterm;WT1_Tterm;WT2_Tterm;WT3_Tterm;normalized_KO1_Tterm;normalized_KO2_Tterm;normalized_KO3_Tterm;normalized_WT1_Tterm;normalized_WT2_Tterm;normalized_WT3_Tterm;baseMean__group_KO_Tterm_vs_WT_Tterm;log2FoldChange__group_KO_Tterm_vs_WT_Tterm;lfcSE__group_KO_Tterm_vs_WT_Tterm;pvalue__group_KO_Tterm_vs_WT_Tterm;padj__group_KO_Tterm_vs_WT_Tterm
CONS00000100635;chr7;28971332;28971978;Eif3k;gene_body_overlap_end;TTS (NM_001285943);Actn4;31;44;22;58;69;63;23.3920484848659;45.9838234861243;19.6692059471595;66.2225837772234;65.80193754256;57.2447654744789;49.0152893954554;-0.521954626038613;0.339249588165361;0.001251712408529;0.038608056726711
CONS00000022438;chr11;106253488;106254278;Ftsj3;gene_body;intron (NM_025310, intron 5 of 20);Ftsj3;29;30;22;43;58;51;21.8828840664875;31.3526069223574;19.6692059471595;49.0960534900104;55.3117735864997;46.3410006221972;41.3530971571195;-0.521927452550612;0.327687437739613;0.001169994711248;0.037115158860712
CONS00000006607;chr1;161806281;161806782;Fasl;intergenic;Intergenic;Fasl;10;14;15;29;54;21;7.54582209189223;14.6312165637668;13.4108222366997;33.1112918886117;51.4971685115687;19.081588491493;26.6247890079117;-0.52077043497074;0.418586513829673;0.001191441738126;0.037616217979604
CONS00000116845;chr9;100457884;100458385;Il20rb;gene_body;3' UTR (NM_001033543, exon 7 of 7);Il20rb;54;34;53;66;104;65;40.747439296218;35.5329545120051;47.3849052363388;75.3567332637369;99.1797319482063;59.0620596165258;61.1108802928884;-0.520277300222186;0.28220367589554;0.000753366137921;0.028483947230881
CONS00000019381;chr11;72202862;72203363;Gm43951;TSS_proximal;intron (NR_155065, intron 1 of 19);4933427D14Rik;24;39;24;42;96;47;18.1099730205414;40.7583889990647;21.4573155787195;47.9542848041962;91.5505217983443;42.7064123381033;45.0807080878341;-0.519902340016273;0.361305048728526;0.001382320817709;0.041010422924116
CONS00000018742;chr11;62507645;62508255;Pigl;gene_body;intron (NM_001039536, intron 4 of 6);Cenpv;55;32;56;82;80;75;41.5020215054073;33.4427807171813;50.0670696836787;93.6250322367641;76.2921014986203;68.1485303267605;65.2524540832139;-0.519773078375534;0.284285285390354;0.000781314474754;0.029070322123876
CONS00000076769;chr3;126661771;126662416;Camk2d;gene_body;intron (NM_001025438, intron 2 of 18);Camk2d;105;102;43;99;147;174;79.2311319648684;106.598863536015;38.444357078539;113.035099895605;140.186736503715;158.104590358084;121.250004872796;-0.519529716230319;0.271874269219884;0.000652773732177;0.025790917658978
CONS00000057972;chr18;77483945;77484446;Rnf165;gene_body;exon (NM_001164504, exon 2 of 8);Rnf165;13;10;21;23;59;27;9.8095687194599;10.4508689741191;18.7751511313795;26.2606797737265;56.2654248552324;24.5334709176338;24.8627616406696;-0.519505798130268;0.405252099114168;0.001305162315978;0.039521003799415
CONS00000081265;chr4;89043889;89044522;Mtap;intergenic;Intergenic;Wincr1;36;35;41;59;59;75;27.164959530812;36.578041409417;36.6562474469791;67.3643524630376;56.2654248552324;68.1485303267605;51.9108497854523;-0.518774911757071;0.292283943170927;0.000878627352661;0.03145508068143
CONS00000005193;chr1;135700537;135701108;Nav1;intergenic;Intergenic;Csrp1;39;24;34;48;61;58;29.4287061583797;25.082085537886;30.3978637365192;54.8048969190814;58.172727392698;52.7015301193615;47.4653240493286;-0.518694847827086;0.297755279343421;0.00093721920952;0.032647522617327
CONS00000099785;chr7;7171035;7171778;Zfp418;TSS;promoter-TSS (NM_146179);Zfp418;80;42;59;82;92;105;60.3665767351378;43.8936496913004;52.7492341310187;93.6250322367641;87.7359167234133;95.4079424574648;83.3435077581057;-0.518683635403162;0.240246815374708;0.000354516053374;0.017289124096535
CONS00000042758;chr15;76316950;76317708;Oplah;gene_body;Intergenic;Oplah;83;102;101;110;228;152;62.6303233627055;106.598863536015;90.2995363937777;125.594555439562;217.432489271068;138.114354795568;104.654939162961;-0.518570162623429;0.277774219578262;0.000725819561504;0.0276934442974
CONS00000065983;chr2;69994650;69995452;Ubr3;gene_body;intron (NM_177783, intron 29 of 38);Myo3b;93;77;78;119;151;108;70.1761454545977;80.4716911007175;69.7362756308383;135.870473611889;144.001341578646;98.1338836705352;116.876648677563;-0.516922921722933;0.22769326783186;0.000265088658092;0.014289385303139
CONS00000079963;chr4;46565027;46566061;Coro2a;gene_body;intron (NM_178893, intron 1 of 12);Coro2a;145;96;90;142;169;183;109.414420332437;100.328342151544;80.464933420198;162.131153385616;161.167064415835;166.282413997296;105.402867179198;-0.515945539987778;0.214898040743378;0.000183435589536;0.011103562664113
CONS00000075680;chr3;103391596;103392097;Trim33;intergenic;Intergenic;Trim33;26;17;23;33;38;68;19.6191374389198;17.7664772560026;20.5632607629395;37.6783666318685;36.2387482118446;61.7880008295962;29.8127038034933;-0.515698466979713;0.366244104456121;0.001454160061399;0.042281527066729
CONS00000028436;chr12;108961943;108962444;Wdr25;gene_body;intron (NM_177602, intron 2 of 6);Wdr25;21;14;20;53;42;24;15.8462263929737;14.6312165637668;17.8810963155996;60.5137403481524;40.0533532867756;21.8075297045634;25.0708213386259;-0.515678139526665;0.383662341979451;0.001446355629613;0.042227489772084
CONS00000008602;chr1;191607722;191608223;Ints7;gene_body;exon (NM_001306204, exon 9 of 18);Ints7;24;23;19;47;73;27;18.1099730205414;24.036998640474;16.9870414998196;53.6631282332672;69.616542617491;24.5334709176338;30.065101868149;-0.515177722318957;0.383742589891045;0.001452866235385;0.042281527066729
CONS00000111053;chr8;116590152;116591038;Cdyl2;gene_body;intron (NM_029441, intron 3 of 6);Dynlrb2;77;61;73;110;104;110;58.1028301075702;63.7503007421268;65.2660015519384;125.594555439562;99.1797319482063;99.9511778125821;103.57792106441;-0.514768828830229;0.234912007902246;0.000335428263506;0.016658528663541
CONS00000044361;chr15;98474951;98475812;OR5BS1P;gene_body;Intergenic;Lalba;32;34;29;44;88;46;24.1466306940551;35.5329545120051;25.9275896576194;50.2378221758246;83.9213116484823;41.7977652670798;47.3998081882041;-0.514378506642046;0.325450816252213;0.001266464852086;0.038796637751172
CONS00000028860;chr12;114299536;114300259;Ighv9-4;TSS_proximal;Intergenic;Mir7094-1;79;54;62;94;111;115;59.6119945259486;56.4346924602434;55.4313985783586;107.326256466534;105.855290829336;104.4944131677;88.7234975574276;-0.513720695356788;0.273828433176484;0.000738774774535;0.028075912250984
CONS00000058601;chr18;89206870;89207400;Cd226;gene_body;exon (NM_178687, exon 3 of 7);Cd226;18;18;17;44;34;29;13.582479765406;18.8115641534145;15.1989318682596;50.2378221758246;32.4241431369136;26.3507650596807;30.2575873526395;-0.513639559208318;0.359084047585896;0.001470975985349;0.04253104356621
CONS00000004820;chr1;131260135;131260636;Ikbke;gene_body;intron (NM_019777, intron 16 of 21);Rassf5;34;30;27;40;67;63;25.6557951124336;31.3526069223574;24.1394800260594;45.6707474325678;63.8946350050945;57.2447654744789;40.0279775133436;-0.512961549367128;0.324821406684333;0.001283803408368;0.039130520733068
CONS00000040738;chr15;31125757;31126342;Dap;intergenic;Intergenic;4930430F21Rik;36;26;24;39;51;71;27.164959530812;27.1722593327098;21.4573155787195;44.5289787467537;48.6362147053704;64.5139420426666;37.8163333030615;-0.512764534515081;0.327850843838761;0.001312006180006;0.039662038451282
CONS00000006762;chr1;164075285;164075939;Sell;gene_body;intron (NM_011346, intron 7 of 8);Sell;92;69;64;93;101;152;69.4215632454085;72.1109959214221;57.2195082099186;106.18448778072;96.3187781420081;138.114354795568;93.1952091686831;-0.512688762822218;0.229758873635181;0.000305870246515;0.015658671324315
CONS00000008316;chr1;186464784;186465285;Tgfb2;intergenic;Intergenic;A730004F24Rik;14;14;22;40;53;25;10.5641509286491;14.6312165637668;19.6692059471595;45.6707474325678;50.5435172428359;22.7161767755868;24.448105575539;-0.512623475209822;0.396753052274486;0.001433432102748;0.041957982956026
CONS00000086646;chr5;35361528;35362364;Hmx1;intergenic;non-coding (NR_046060, exon 1 of 4);4930478P22Rik;47;43;45;71;71;76;35.4653638318935;44.9387365887123;40.232466710099;81.0655766928079;67.7092400800255;69.057177397784;65.3245593867834;-0.512421953528107;0.262259659674496;0.000624747708086;0.025245406141472
CONS00000028394;chr12;108613020;108613600;Evl;gene_body;intron (NM_001163395, intron 1 of 12);Evl;62;50;59;70;91;122;46.7840969697318;52.2543448705957;52.7492341310187;79.9238080069937;86.7822654546806;110.854942664864;73.1347685371123;-0.512346530453602;0.270155295151666;0.000713544390698;0.027410429044955
CONS00000044431;chr15;99024656;99025255;Tuba1c;distal;Intergenic;Tuba1c;47;26;35;55;63;65;35.4653638318935;27.1722593327098;31.2919185522992;62.7972777197808;60.0800299301635;59.0620596165258;48.8519550197677;-0.512318432873169;0.293327518546962;0.000977185580782;0.03358669012227
CONS00000104548;chr7;114087472;114088522;Rras2;gene_body;intron (NM_025846, intron 1 of 5);Rras2;123;73;90;103;172;152;92.8136117302744;76.2913435110698;80.464933420198;117.602174638862;164.028018222034;138.114354795568;120.420085247878;-0.511648424428732;0.21405002387263;0.000196392207361;0.011622694058916
CONS00000080985;chr4;83219160;83219661;Ttc39b;intergenic;TTS (NM_027238);Ttc39b;16;10;17;18;51;35;12.0733153470276;10.4508689741191;15.1989318682596;20.5518363446555;48.6362147053704;31.8026474858216;19.2772465637262;-0.510120669111172;0.398484527938389;0.001453069080617;0.042281527066729
CONS00000050481;chr17;24488136;24489426;Caskin1;TSS;promoter-TSS (NM_027937);Caskin1;112;97;99;146;155;153;84.513207429193;101.373429048956;88.5114267622178;166.698228128873;147.815946653577;139.023001866591;126.40910153665;-0.510087943501799;0.203567205055842;0.000140995840323;0.009457707990519
CONS00000018315;chr11;57652535;57653111;Galnt10;gene_body;intron (NM_134189, intron 1 of 11);4933424L21Rik;31;25;44;35;103;64;23.3920484848659;26.1271724352979;39.338411894319;39.9619040034969;98.2260806794736;58.1534125455023;39.8018485821258;-0.510035084866443;0.349421066245315;0.001494507237906;0.042958933190941
CONS00000008753;chr1;193338013;193338841;Lamb3;gene_body;intron (NM_008484, intron 18 of 22);Camk1g;156;98;153;138;229;257;117.714824633519;102.418515946368;136.790386814337;157.564078642359;218.386140539801;233.522297253033;124.873203893275;-0.509981164758011;0.226726877475066;0.000297833553787;0.01538310305312
CONS00000023606;chr11;118992771;118993272;Enpp7;gene_body_overlap_end;3' UTR (NM_001359574, exon 5 of 5);Enpp7;36;35;39;52;74;75;27.164959530812;36.578041409417;34.8681378154191;59.3719716623382;70.5701938862237;68.1485303267605;47.6519303607653;-0.50995086776637;0.31558644054199;0.001248785189721;0.038538691229756
CONS00000002780;chr1;74784217;74784767;Wnt6;gene_body;exon (NM_009526, exon 4 of 4);Wnt10a;45;32;30;43;78;66;33.956199413515;33.4427807171813;26.8216444733993;49.0960534900104;74.3847989611548;59.9707066875493;45.9532547485281;-0.50964848689744;0.300465021738552;0.001096077833758;0.035810041474972
CONS00000001247;chr1;40270889;40271624;Il1r1;gene_body;intron (NM_001123382, intron 1 of 10);Il1r1;38;28;25;38;77;50;28.6741239491905;29.2624331275336;22.3513703944994;43.3872100609395;73.431147692422;45.4323535511737;66.1621138450491;-0.509400228432595;0.316438686969777;0.001266039722666;0.038796637751172
CONS00000007971;chr1;181338643;181339144;Cnih3;intergenic;Intergenic;Cnih3;14;15;14;21;56;32;10.5641509286491;15.6763034611787;12.5167674209197;23.9771424020981;53.4044710490342;29.0767062727512;25.0111662941209;-0.509132417765121;0.405432648289753;0.001414358665811;0.041614079543259
CONS00000019242;chr11;70309467;70310088;Alox12e;intergenic;Intergenic;Alox12e;35;16;19;43;54;37;26.4103773216228;16.7213903585906;16.9870414998196;49.0960534900104;51.4971685115687;33.6199416278685;38.4164789175247;-0.509124362284454;0.346470663625263;0.001495818841561;0.042958933190941
CONS00000032689;chr13;73970599;73971100;Zdhhc11;gene_body;intron (NR_153830, intron 2 of 9);Zdhhc11;24;21;32;47;62;42;18.1099730205414;21.9468248456502;28.6097541049593;53.6631282332672;59.1263786614307;38.1631769829859;36.1702852766467;-0.508835807192625;0.346511768900204;0.00150089734021;0.042958933190941
CONS00000119349;chrX;57253226;57254215;Arhgef6;gene_body;intron (NM_001358573, intron 9 of 20);Cd40lg;66;58;77;89;102;132;49.8024258064887;60.6150400498911;68.8422208150583;101.617413037463;97.2724294107408;119.941413375099;88.5756771476744;-0.508538176448761;0.254911785983667;0.000584294365943;0.024337745162082
CONS00000094031;chr6;40439659;40440160;Wee2;gene_body;Intergenic;Wee2;36;20;50;69;53;68;27.164959530812;20.9017379482383;44.7027407889989;78.7820393211795;50.5435172428359;61.7880008295962;48.261295827127;-0.508370336425388;0.320004275387427;0.001316819612243;0.039728241277859
CONS00000030366;chr13;30812972;30813948;Exoc2;gene_body_overlap_end;TTS (NM_025588);Irf4;107;73;95;112;152;161;80.7402963832469;76.2913435110698;84.9352074990979;127.87809281119;144.954992847378;146.292178434779;105.285502449576;-0.508331499736592;0.236212053644143;0.000393012767484;0.018533812327701
CONS00000091826;chr5;142319296;142319949;Foxk1;intergenic;Intergenic;Foxk1;39;32;41;71;75;52;29.4287061583797;33.4427807171813;36.6562474469791;81.0655766928079;71.5238451549565;47.2496476932206;48.3535323679567;-0.508196252656682;0.311778112279216;0.001239728532231;0.038468146673239
CONS00000021626;chr11;98002476;98003273;Cacnb1;gene_body;3' UTR (NM_145121, exon 14 of 14);Arl5c;93;76;85;101;127;152;70.1761454545977;79.4266042033055;75.9946593412981;115.318637267234;121.11371112906;138.114354795568;100.801863037986;-0.50812210398244;0.209857998459494;0.000184972736093;0.011156290871664
CONS00000025006;chr12;33449532;33450106;Twistnb;intergenic;Intergenic;Twistnb;20;21;21;30;55;44;15.0916441837845;21.9468248456502;18.7751511313795;34.2530605744259;52.4508197803014;39.9804711250328;32.4871811821761;-0.508043012717379;0.359291404119888;0.001561244167418;0.043979507419851
CONS00000072984;chr3;37760649;37761412;Gm5148;intergenic;Intergenic;Gm5148;60;34;36;60;91;68;45.2749325513534;35.5329545120051;32.1859733680792;68.5061211488518;86.7822654546806;61.7880008295962;52.5594018484245;-0.507911877973032;0.290731556280026;0.00101147186789;0.034251606488708
CONS00000077059;chr3;131124674;131125175;Lef1;gene_body;intron (NM_010703, intron 3 of 11);Lef1;17;23;18;58;39;32;12.8278975562168;24.036998640474;16.0929866840396;66.2225837772234;37.1923994805774;29.0767062727512;27.6478003062827;-0.507388675272717;0.383478323389872;0.001561324763986;0.043979507419851
CONS00000105127;chr7;123135587;123136154;Tnrc6a;gene_body;intron (NM_144925, intron 2 of 23);Tnrc6a;46;27;30;51;84;47;34.7107816227043;28.2173462301217;26.8216444733993;58.230202976524;80.1067065735513;42.7064123381033;45.6675976383572;-0.507202580994413;0.312330434966568;0.001261853982657;0.038790983493949
CONS00000028932;chr12;115790368;115790880;Ighv1-74;intergenic;Intergenic;Mir6388;31;17;21;38;46;52;23.3920484848659;17.7664772560026;18.7751511313795;43.3872100609395;43.8679583617067;47.2496476932206;26.74988061821;-0.507129567801537;0.350696882737087;0.001548896088821;0.043771111107447
CONS00000023330;chr11;116411777;116412323;Rnf157;gene_body;intron (NM_027258, intron 1 of 18);Rnf157;44;31;34;53;58;70;33.2016172043258;32.3976938197694;30.3978637365192;60.5137403481524;55.3117735864997;63.6052949716432;55.8658502521801;-0.507018449012339;0.279495620672665;0.000890485744679;0.031640367469613
CONS00000008662;chr1;192107256;192107826;Rcor3;gene_body;intron (NM_001290279, intron 9 of 9);Traf5;34;47;28;58;86;52;25.6557951124336;49.11908417836;25.0335348418394;66.2225837772234;82.0140091110168;47.2496476932206;54.3991609138259;-0.506916046509467;0.307550693251409;0.001216724718512;0.038003416647755
CONS00000044655;chr15;100904955;100905704;Scn8a;gene_body;intron (NM_001077499, intron 1 of 26);Scn8a;82;73;56;99;98;131;61.8757411535163;76.2913435110698;50.0670696836787;113.035099895605;93.4578243358098;119.032766304075;98.1665476203792;-0.506438764089362;0.238022413437079;0.00042562522664;0.019533034936638
CONS00000010938;chr10;43516365;43517301;Gm9803;distal;Intergenic;Bend3;49;35;26;77;84;41;36.9745282502719;36.578041409417;23.2454252102794;87.9161888076931;80.1067065735513;37.2545299119624;46.4674514055805;-0.506062319235089;0.331757293412549;0.001455912482768;0.042289196169975
CONS00000062265;chr19;58852915;58853685;Hspa12a;gene_body;intron (NM_001327998, intron 2 of 12);Hspa12a;23;15;22;52;40;34;17.3553908113521;15.6763034611787;19.6692059471595;59.3719716623382;38.1460507493101;30.8940004147981;31.7757155165177;-0.505995296514964;0.373343199923715;0.001603836639753;0.044676392216101
CONS00000037512;chr14;62016865;62017587;Rnaseh2b;intergenic;Intergenic;Dleu7;34;23;33;29;57;81;25.6557951124336;24.036998640474;29.5038089207393;33.1112918886117;54.3581223177669;73.6004127529014;52.2943294551429;-0.505847214671479;0.320432020767465;0.001363972963321;0.040700695331448
CONS00000029582;chr13;12519794;12520689;Edaradd;TSS_proximal;5' UTR (NM_133643, exon 1 of 6);Edaradd;56;74;67;76;120;136;42.2566037145965;77.3364304084817;59.9016726572585;86.7744201218789;114.43815224793;123.576001659192;86.6927480734381;-0.504902078522097;0.269463660244737;0.000796888509628;0.029533738209065
CONS00000002199;chr1;61135461;61136470;Icos;intergenic;Intergenic;Icos;102;61;83;106;118;145;76.9673853373008;63.7503007421268;74.2065497097381;121.027480696305;112.530849710465;131.753825298404;103.76435211063;-0.504648577853145;0.222078759068301;0.000292500819858;0.015176652128049
CONS00000036543;chr14;46805547;46806048;Gmfb;intergenic;Intergenic;Gmfb;12;24;12;34;58;24;9.05498651027068;25.082085537886;10.7286577893597;38.8201353176827;55.3117735864997;21.8075297045634;29.6689266061217;-0.50464324003428;0.393976841569122;0.001549584336455;0.043771111107447
CONS00000024312;chr12;13518015;13518651;Nbas;gene_body;intron (NM_027706, intron 45 of 51);Gm35725;42;62;43;56;125;88;31.6924527859474;64.7953876395387;38.444357078539;63.939046405595;119.206408591594;79.9609422500657;58.130133974994;-0.504499500003367;0.306248961007351;0.001243027405094;0.038481113183259
CONS00000055736;chr18;31858758;31859465;Wdr33;gene_body;intron (NM_028866, intron 7 of 21);Sft2d3;23;27;36;51;54;56;17.3553908113521;28.2173462301217;32.1859733680792;58.230202976524;51.4971685115687;50.8842359773145;37.0252106854646;-0.503596036669934;0.326659449887096;0.001459084306282;0.042338036190713
CONS00000021670;chr11;98336176;98337169;Neurod2;distal;Intergenic;Neurod2;59;53;56;71;113;87;44.5203503421642;55.3896055628315;50.0670696836787;81.0655766928079;107.762593366801;79.0522951790422;69.0192885430779;-0.503513122528446;0.258796214340892;0.000684559026765;0.026657451066229
CONS00000049624;chr17;5016994;5017931;Arid1b;gene_body;intron (NM_001085355, intron 1 of 19);Arid1b;66;49;72;78;118;116;49.8024258064887;51.2092579731838;64.3719467361584;89.0579574935073;112.530849710465;105.403060238723;72.0239140617969;-0.503273308192787;0.277734863516413;0.000921697596985;0.032404857037579
CONS00000069913;chr2;150812689;150813190;Pygb;gene_body;intron (NM_153781, intron 5 of 19);Pygb;14;20;19;46;30;35;10.5641509286491;20.9017379482383;16.9870414998196;52.521359547453;28.6095380619826;31.8026474858216;30.261785942789;-0.503265250463864;0.365586164614905;0.00164979034226;0.045479300483018
CONS00000102496;chr7;75879385;75879936;Klhl25;intergenic;Intergenic;Klhl25;46;55;43;58;95;108;34.7107816227043;57.4797793576553;38.444357078539;66.2225837772234;90.5968705296116;98.1338836705352;60.8908813645561;-0.50322661947315;0.30547506544248;0.001256185703505;0.038683030213892
CONS00000062999;chr2;11642321;11643033;Il2ra;TSS_proximal;promoter-TSS (NM_008367);Il2ra;120;65;86;115;141;141;90.5498651027068;67.9306483317745;76.8887141570781;131.303398868633;134.464828891318;128.11923701431;108.621730329501;-0.503154514101513;0.209418406142526;0.000204389606593;0.01194690894917
CONS00000029371;chr13;6604404;6605195;Pfkp;gene_body;intron (NM_019703, intron 10 of 21);Pfkp;43;31;31;61;68;58;32.4470349951366;32.3976938197694;27.7156992891793;69.647889834666;64.8482862738272;52.7015301193615;46.1573343290553;-0.502753321128627;0.314629109586546;0.001362104962562;0.040697379288725
CONS00000100987;chr7;35729494;35730130;Dpy19l3;gene_body;intron (NM_178704, intron 3 of 18);Dpy19l3;57;22;66;71;85;94;43.0111859237857;22.9919117430621;59.0076178414785;81.0655766928079;81.060357842284;85.4128246762065;75.6924442083096;-0.502746876131229;0.30367580741619;0.001244210242324;0.038481113183259
CONS00000086509;chr5;33887395;33887896;Nsd2;gene_body;intron (NM_175231, intron 17 of 20);Mir7024;15;12;13;33;56;13;11.3187331378383;12.541042768943;11.6227126051397;37.6783666318685;53.4044710490342;11.8124119233052;24.1510256910309;-0.501898822576699;0.411662934733583;0.001432352506866;0.041947993648257
CONS00000101490;chr7;47108655;47109156;Ptpn5;gene_body;intron (NM_001163565, intron 2 of 13);Ptpn5;52;38;34;69;60;77;39.2382748778396;39.7133021016528;30.3978637365192;78.7820393211795;57.2190761239652;69.9658244688075;58.0500013968016;-0.501681782415234;0.282995559954394;0.001011602493849;0.034251606488708
CONS00000071884;chr2;180334331;180334832;Gata5;TSS_proximal;promoter-TSS (NM_008093);Gata5;11;16;24;37;51;31;8.30040430108145;16.7213903585906;21.4573155787195;42.2454413751253;48.6362147053704;28.1680592017277;29.7055300307211;-0.501499074398484;0.389074663917916;0.001620546981825;0.044869091994339
CONS00000094883;chr6;56916170;56916823;Nt5c3;gene_body;intron (NM_001360963, intron 1 of 9);Nt5c3;69;30;33;70;97;58;52.0661724340564;31.3526069223574;29.5038089207393;79.9238080069937;92.5041730670771;52.7015301193615;64.9937779815829;-0.501266258516024;0.304864721956357;0.001283395129261;0.039130520733068
CONS00000093909;chr6;38789229;38789919;Hipk2;gene_body;intron (NM_001294144, intron 2 of 14);Hipk2;75;92;65;85;137;159;56.5936656891917;96.1479945618962;58.1135630256985;97.0503382942067;130.650223816387;144.474884292732;111.174761046242;-0.500683350829299;0.255965147218949;0.000683788914373;0.026645725082364
CONS00000050697;chr17;26752091;26752832;Crebrf;gene_body;intron (NM_029870, intron 4 of 8);Bnip1;55;55;38;62;103;89;41.5020215054073;57.4797793576553;33.9740829996392;70.7896585204802;98.2260806794736;80.8695893210892;65.5808722543743;-0.500614225627225;0.287220606792645;0.00108177718796;0.035629664309541
CONS00000013280;chr10;85967996;85968648;Bpifc;gene_body;intron (NM_177772, intron 12 of 15);Rtcb;42;35;23;50;58;75;31.6924527859474;36.578041409417;20.5632607629395;57.0884342907098;55.3117735864997;68.1485303267605;48.0020680471348;-0.499626064596332;0.319303971727419;0.001465628248568;0.042483630748413
CONS00000113474;chr9;42141422;42142363;Sorl1;intergenic;Intergenic;Sorl1;36;54;36;68;81;76;27.164959530812;56.4346924602434;32.1859733680792;77.6402706353653;77.245752767353;69.057177397784;60.4256936448255;-0.499501904383496;0.302429430853461;0.001286591982453;0.03917413190248
CONS00000074395;chr3;84944691;84945560;Fbxw7;gene_body;intron (NM_001177774, intron 3 of 12);Fbxw7;43;23;19;42;56;57;32.4470349951366;24.036998640474;16.9870414998196;47.9542848041962;53.4044710490342;51.792883048338;39.0393940034664;-0.499102900772283;0.324676765409851;0.00152517601659;0.043304785298622
CONS00000046424;chr16;29981431;29982055;Hes1;intergenic;Intergenic;Gm1968;90;46;44;87;114;98;67.9123988270301;48.0739972809481;39.338411894319;99.3338756658351;108.716244635534;89.0474129603004;60.2785218869151;-0.498987520411219;0.288834766206361;0.001128909177293;0.036525612134337
CONS00000109632;chr8;86707722;86708410;Lonp2;gene_body;intron (NM_001168591, intron 5 of 8);Gm10638;89;66;78;86;173;108;67.1578166178409;68.9757352291864;69.7362756308383;98.1921069800209;164.981669490766;98.1338836705352;105.26369765449;-0.498865073975195;0.247463128944444;0.0006015833036;0.024688888077611
CONS00000053434;chr17;70981885;70982386;Myl12b;gene_body;intron (NM_023402, intron 1 of 3);Myl12b;28;15;27;42;46;49;21.1283018572982;15.6763034611787;24.1394800260594;47.9542848041962;43.8679583617067;44.5237064801502;33.4225161185019;-0.498563661611941;0.348792719785949;0.001694223339322;0.046251989462912
CONS00000015921;chr11;5004832;5005988;Ap1b1;gene_body;intron (NM_001355659, intron 1 of 22);Ap1b1;67;48;60;74;95;110;50.5570080156779;50.1641710757719;53.6432889467987;84.4908827502505;90.5968705296116;99.9511778125821;75.0924861164262;-0.498344381123312;0.25596068690318;0.000712267220764;0.027379879666904
CONS00000034101;chr13;102735454;102735955;Mast4;gene_body;exon (NM_175171, exon 29 of 29);1700099I09Rik;13;15;18;22;51;31;9.8095687194599;15.6763034611787;16.0929866840396;25.1189110879123;48.6362147053704;28.1680592017277;28.142897111682;-0.498102491753312;0.37944019490637;0.001714384406826;0.046555227099625
CONS00000013223;chr10;85154156;85154692;Cry1;gene_body;intron (NM_007771, intron 2 of 12);Mterf2;30;30;23;49;59;58;22.6374662756767;31.3526069223574;20.5632607629395;55.9466656048956;56.2654248552324;52.7015301193615;34.5555174787474;-0.497173793611266;0.349130884813114;0.001721758752649;0.04666019730968
CONS00000089344;chr5;107645901;107646429;Rpap2;gene_body;intron (NM_001359918, intron 11 of 12);A930041C12Rik;71;50;77;87;115;105;53.5753368524348;52.2543448705957;68.8422208150583;99.3338756658351;109.669895904267;95.4079424574648;71.4707272113339;-0.496651148099922;0.242067715405318;0.000561316400352;0.023781648982842
CONS00000030970;chr13;41572524;41573509;Tmem170b;intergenic;Intergenic;Tmem170b;50;42;26;67;72;65;37.7291104594612;43.8936496913004;23.2454252102794;76.4985019495511;68.6628913487582;59.0620596165258;54.7647383494433;-0.496587790133696;0.300336788473745;0.001314395052807;0.039700879811398
CONS00000019132;chr11;69394707;69395208;Cyb5d1;TSS_proximal;promoter-TSS (NM_030083);Cyb5d1;76;50;44;72;98;99;57.3482478983809;52.2543448705957;39.338411894319;82.2073453786221;93.4578243358098;89.9560600313239;66.115488620219;-0.496587160979947;0.255370191153305;0.000726866813486;0.02769747686669
CONS00000082131;chr4;109393816;109394923;Ttc39a;intergenic;Intergenic;Ttc39aos1;53;44;68;104;87;73;39.9928570870288;45.9838234861243;60.7957274730385;118.743943324676;82.9676603797495;66.3312361847136;71.7018282025378;-0.496378258972284;0.267029569484691;0.000883011899888;0.031532571396699
CONS00000059146;chr19;7441326;7441912;Rtn3;gene_body;intron (NM_053076, intron 1 of 6);Mir6991;21;29;24;40;54;52;15.8462263929737;30.3075200249455;21.4573155787195;45.6707474325678;51.4971685115687;47.2496476932206;37.4031335362372;-0.496153230695801;0.340632077006823;0.00170002065713;0.046283181031434
CONS00000086064;chr5;27754904;27755405;Paxip1;gene_body;intron (NM_018878, intron 13 of 20);Paxip1;24;24;19;49;51;36;18.1099730205414;25.082085537886;16.9870414998196;55.9466656048956;48.6362147053704;32.7112945568451;28.3164603724039;-0.49572196367196;0.357314133094496;0.001773087645255;0.047540337218105
CONS00000114270;chr9;55542017;55542876;Isl2;gene_body;exon (NM_027397, exon 3 of 6);Isl2;73;51;74;100;119;86;55.0845012708133;53.2994317680077;66.1600563677183;114.17686858142;113.484500979198;78.1436481080188;82.4356539214266;-0.495031091136254;0.243654908436276;0.000598050640273;0.024604089157927
CONS00000115931;chr9;80080874;80081471;Senp6;gene_body;intron (NM_146003, intron 1 of 22);Senp6;75;51;77;77;114;136;56.5936656891917;53.2994317680077;68.8422208150583;87.9161888076931;108.716244635534;123.576001659192;77.6665624796669;-0.495008002119408;0.259809878573823;0.000805992526358;0.029791563050549
