Cluster;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count;geneSymbol
TexProlif;GO:0000281;mitotic cytokinesis;17/609;77/28564;4,67194418969013e-13;1,13746267871656e-11;8,39966386946394e-12;16765/108907/11799/52276/20877/16319/71819/26934/18817/12615/12704/240641/74107/18226/80986/19348/68743;17;Stmn1/Nusap1/Birc5/Cdca8/Aurkb/Incenp/Kif23/Racgap1/Plk1/Cenpa/Cit/Kif20b/Cep55/Nup62/Ckap2/Kif20a/Anln
TexProlif;GO:2000779;regulation of double-strand break repair;21/609;132/28564;7,82772645036463e-13;1,89316933753190e-11;1,39802266753811e-11;110052/19361/19362/107823/51869/14235/74355/19891/225182/233908/12144/60530/20588/70088/78656/56420/66923/14194/56456/68094/11545;21;Dek/Rad51/Rad51ap1/Nsd2/Rif1/Foxm1/Smchd1/Rpa2/Rbbp8/Fus/Blm/Fignl1/Smarcc1/Meaf6/Brd8/Ppp4c/Pbrm1/Fh1/Actl6a/Smarcc2/Parp1
TexProlif;GO:0051028;mRNA transport;20/609;118/28564;8,08982083347991e-13;1,94368590025451e-11;1,43532693735288e-11;21681/20492/20383/225027/56488/229279/53379/110809/17149/445007/16549/53817/60365/18226/108989/73666/192170/103573/54196/103468;20;Alyref/Slbp/Srsf3/Srsf7/Nxt1/Hnrnpa3/Hnrnpa2b1/Srsf1/Magoh/Nup85/Khsrp/Ddx39b/Rbm8a/Nup62/Tpr/Thoc3/Eif4a3/Xpo1/Pabpn1/Nup107
TexProlif;GO:0051656;establishment of organelle localization;38/609;454/28564;9,51211612377732e-13;2,27047373098266e-11;1,67664544266374e-11;108907/11799/52276/16906/108000/20877/16319/19384/21335/110033/67052/229841/56150/67849/18817/12615/18221/51810/268697/66977/60595/73804/22187/18226/22142/54141/72080/12190/18148/100502766/67139/70385/67203/228421/103573/22350/13589/16418;38;Nusap1/Birc5/Cdca8/Lmnb1/Cenpf/Aurkb/Incenp/Ran/Tacc3/Kif22/Ndc80/Cenpe/Mad2l1/Cdca5/Plk1/Cenpa/Nudc/Hnrnpu/Ccnb1/Nuf2/Actn4/Kif2c/Ubb/Nup62/Tuba1a/Spag5/Sapcd2/Brca2/Npm1/Kifc1/Mis12/Spdl1/Nde1/Kif18a/Xpo1/Ezr/Mapre1/Eif6
TexProlif;GO:0070192;chromosome organization involved in meiotic cell cycle;17/609;81/28564;1,13047453427235e-12;2,68083960984585e-11;1,97968267724248e-11;14211/70099/19361/78658/215387/12447/68549/12236/68298/52683/71846/19183/69716/12235/237911/14841/19360;17;Smc2/Smc4/Rad51/Ncapd3/Ncaph/Ccne1/Sgo2a/Bub1b/Ncapd2/Ncaph2/Syce2/Psmc3ip/Trip13/Bub1/Brip1/Haspin/Rad50
TexProlif;GO:0071103;DNA conformation change;15/609;59/28564;1,21055114455816e-12;2,85221469672672e-11;2,10623567562514e-11;21973/15289/17220/17218/19361/17215/17219/53379/17217/12544/272551/109145/12144/17216/19360;15;Top2a/Hmgb1/Mcm7/Mcm5/Rad51/Mcm3/Mcm6/Hnrnpa2b1/Mcm4/Cdc45/Gins2/Gins4/Blm/Mcm2/Rad50
TexProlif;GO:1902969;mitotic DNA replication;9/609;14/28564;1,56300021221148e-12;3,65902357371559e-11;2,70202870694049e-11;16881/19361/17215/17219/17217/12544/18968/12190/17216;9;Lig1/Rad51/Mcm3/Mcm6/Mcm4/Cdc45/Pola1/Brca2/Mcm2
TexProlif;GO:2001252;positive regulation of chromosome organization;19/609;109/28564;1,79733077757369e-12;4,18079745203764e-11;3,08733587136693e-11;14211/20877/70099/13433/54392/14156/215387/11991/68549/19357/56207/53379/68298/21454/108989/68501/56456/12566/19360;19;Smc2/Aurkb/Smc4/Dnmt1/Ncapg/Fen1/Ncaph/Hnrnpd/Sgo2a/Rad21/Uchl5/Hnrnpa2b1/Ncapd2/Tcp1/Tpr/Nsmce2/Actl6a/Cdk2/Rad50
TexProlif;GO:0006457;protein folding;23/609;170/28564;2,11916797748251e-12;4,89822876820640e-11;3,61712748721531e-11;15519/18221/68816/64136/56351/14227/268373/15510/21454/15516/14976/53381/18453/22027/14228/66101/56424/14229/50497/228005/20867/22791/15481;23;Hsp90aa1/Nudc/Ppil1/Sdf2l1/Ptges3/Fkbp2/Ppia/Hspd1/Tcp1/Hsp90ab1/Pfdn6/Prdx4/P4hb/Hsp90b1/Fkbp4/Ppih/Stub1/Fkbp5/Hspa14/Ppig/Stip1/Dnajc2/Hspa8
TexProlif;GO:0007064;mitotic sister chromatid cohesion;11/609;26/28564;2,18748527379494e-12;5,02433724521958e-11;3,71025307610900e-11;71988/72415/24061/67849/13006/107995/71521/56292/72117/68501/14841;11;Esco2/Sgo1/Smc1a/Cdca5/Smc3/Cdc20/Pds5a/Naa10/Naa50/Nsmce2/Haspin
TexProlif;GO:0032508;DNA duplex unwinding;13/609;44/28564;4,69468738518369e-12;1,07156239566818e-10;7,91301913213199e-11;21973/17220/17218/19361/17215/17219/17217/12544/272551/109145/12144/17216/19360;13;Top2a/Mcm7/Mcm5/Rad51/Mcm3/Mcm6/Mcm4/Cdc45/Gins2/Gins4/Blm/Mcm2/Rad50
TexProlif;GO:0000077;DNA damage checkpoint signaling;19/609;115/28564;4,84436501819840e-12;1,09885845009072e-10;8,11458854306917e-11;12534/269582/19361/66131/235559/18817/67153/76843/12189/13555/241627/19891/12144/53817/67941/12190/12021/56371/234736;19;Cdk1/Clspn/Rad51/Tipin/Topbp1/Plk1/Rnaseh2b/Dtl/Brca1/E2f1/Wdr76/Rpa2/Blm/Ddx39b/Rps27l/Brca2/Bard1/Fzr1/Rfwd3
TexProlif;GO:0010971;positive regulation of G2/M transition of mitotic cell cycle;11/609;29/28564;9,24296058064444e-12;2,08366000250083e-10;1,53869168340553e-10;12534/67141/16906/20133/12567/268697/76843/12531/12545/12532/108911;11;Cdk1/Fbxo5/Lmnb1/Rrm1/Cdk4/Ccnb1/Dtl/Cdc25b/Cdc7/Cdc25c/Rcc2
TexProlif;GO:2000045;regulation of G1/S transition of mitotic cell cycle;22/609;167/28564;1,09802971725029e-11;2,46012547693133e-10;1,81669495356490e-10;20135/14056/20133/67628/27214/12580/12581/13555/52679/20460/19891/19650/67941/20588/72776/11651/234736/66923/56456/19684/68094/14841;22;Rrm2/Ezh2/Rrm1/Anp32b/Dbf4/Cdkn2c/Cdkn2d/E2f1/E2f7/Stil/Rpa2/Rbl1/Rps27l/Smarcc1/Sass6/Akt1/Rfwd3/Pbrm1/Actl6a/Rdx/Smarcc2/Haspin
TexProlif;GO:0010824;regulation of centrosome duplication;13/609;47/28564;1,19974530900192e-11;2,67162796858231e-10;1,97288028348069e-10;12449/20873/20460/70235/18226/72776/18148/100502766/26425/103573/319675/69871/54375;13;Ccnf/Plk4/Stil/Poc1a/Nup62/Sass6/Npm1/Kifc1/Nubp1/Xpo1/Cep295/Ppp1r35/Azin1
TexProlif;GO:0000018;regulation of DNA recombination;20/609;136/28564;1,22895617149714e-11;2,72008965958033e-10;2,00866712049484e-10;21681/19361/19362/107823/51869/74355/237877/19891/225182/233908/12144/60530/55982/70088/78656/56420/56456/21803/11545/19360;20;Alyref/Rad51/Rad51ap1/Nsd2/Rif1/Smchd1/Atad5/Rpa2/Rbbp8/Fus/Blm/Fignl1/Paxip1/Meaf6/Brd8/Ppp4c/Actl6a/Tgfb1/Parp1/Rad50
TexProlif;GO:0018205;peptidyl-lysine modification;32/609;360/28564;1,27890722790304e-11;2,81359590138669e-10;2,07771738610500e-10;110052/14056/52615/170930/27632/15254/67956/51869/22385/107435/93762/59001/12189/70316/19387/56459/55982/70088/12190/22196/78656/20937/72117/50995/66125/18045/13626/14194/68501/56456/21803/70999;32;Dek/Ezh2/Suz12/Sumo2/Nelfe/Hint1/Kmt5a/Rif1/Baz1b/Hat1/Smarca5/Pole3/Brca1/Ndufab1/Rangap1/Sae1/Paxip1/Meaf6/Brca2/Ube2i/Brd8/Suv39h1/Naa50/Uba2/Sf3b5/Nfyb/Eed/Fh1/Nsmce2/Actl6a/Tgfb1/Naa40
TexProlif;GO:0031570;DNA integrity checkpoint signaling;19/609;122/28564;1,42589888823109e-11;3,11819325737721e-10;2,30264919738295e-10;12534/269582/19361/66131/235559/18817/67153/76843/12189/13555/241627/19891/12144/53817/67941/12190/12021/56371/234736;19;Cdk1/Clspn/Rad51/Tipin/Topbp1/Plk1/Rnaseh2b/Dtl/Brca1/E2f1/Wdr76/Rpa2/Blm/Ddx39b/Rps27l/Brca2/Bard1/Fzr1/Rfwd3
TexProlif;GO:0034655;nucleobase-containing compound catabolic process;34/609;408/28564;1,72759586592421e-11;3,75546434664002e-10;2,77324599529939e-10;110074/15384/66422/14156/11991/27756/51810/67153/15254/22608/69639/71207/15452/12367/13555/66373/12696/110809/17149/19826/56403/16549/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;34;Dut/Hnrnpab/Dctpp1/Fen1/Hnrnpd/Lsm2/Hnrnpu/Rnaseh2b/Hint1/Ybx1/Exosc8/Nudt4/Hprt/Casp3/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:0051987;positive regulation of attachment of spindle microtubules to kinetochore;8/609;12/28564;1,87314160909063e-11;4,04775926414142e-10;2,98909299438817e-10;11799/52276/20877/16319/229841/51810/268697/108911;8;Birc5/Cdca8/Aurkb/Incenp/Cenpe/Hnrnpu/Ccnb1/Rcc2
TexProlif;GO:1903312;negative regulation of mRNA metabolic process;17/609;96/28564;2,04010016070824e-11;4,38261516876852e-10;3,23636941903066e-10;15384/225027/11991/51810/53379/22608/14105/13555/12696/110809/19826/56403/233908/57317/18148/230753/67996;17;Hnrnpab/Srsf7/Hnrnpd/Hnrnpu/Hnrnpa2b1/Ybx1/Srsf10/E2f1/Cirbp/Srsf1/Rnps1/Syncrip/Fus/Srsf4/Npm1/Thrap3/Srsf6
TexProlif;GO:0034504;protein localization to nucleus;30/609;325/28564;2,20636111401578e-11;4,71206478852961e-10;3,47965353900180e-10;12534/16906/15519/19384/18817/56488/15191/51810/12189/110809/19387/26356/22166/15516/445007/18226/18969/12021/108989/70572/11651/18148/70769/23988/83946/103573/110750/21803/103468/11545;30;Cdk1/Lmnb1/Hsp90aa1/Ran/Plk1/Nxt1/Hdgf/Hnrnpu/Brca1/Srsf1/Rangap1/Ing1/Txn1/Hsp90ab1/Nup85/Nup62/Pola2/Bard1/Tpr/Ipo5/Akt1/Npm1/Nolc1/Pin1/Phip/Xpo1/Cse1l/Tgfb1/Nup107/Parp1
TexProlif;GO:1902806;regulation of cell cycle G1/S phase transition;23/609;193/28564;3,01601876458579e-11;6,40377937689960e-10;4,72891069453415e-10;20135/14056/20133/67628/27214/12580/12581/13555/12696/52679/20460/19891/19650/67941/20588/72776/11651/234736/66923/56456/19684/68094/14841;23;Rrm2/Ezh2/Rrm1/Anp32b/Dbf4/Cdkn2c/Cdkn2d/E2f1/Cirbp/E2f7/Stil/Rpa2/Rbl1/Rps27l/Smarcc1/Sass6/Akt1/Rfwd3/Pbrm1/Actl6a/Rdx/Smarcc2/Haspin
TexProlif;GO:0044270;cellular nitrogen compound catabolic process;35/609;440/28564;3,17521138330531e-11;6,70281616868842e-10;4,94973627260614e-10;110074/15384/66422/14156/11991/27756/51810/67153/15254/22608/69639/71207/15452/12367/13555/66373/12696/110809/17149/19826/56403/16549/11363/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;35;Dut/Hnrnpab/Dctpp1/Fen1/Hnrnpd/Lsm2/Hnrnpu/Rnaseh2b/Hint1/Ybx1/Exosc8/Nudt4/Hprt/Casp3/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Acadl/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:0034501;protein localization to kinetochore;9/609;18/28564;3,51705852413380e-11;7,33959870293522e-10;5,41997229403356e-10;12534/20877/67052/76464/12237/22137/67139/70385/108911;9;Cdk1/Aurkb/Ndc80/Knl1/Bub3/Ttk/Mis12/Spdl1/Rcc2
TexProlif;GO:1903083;protein localization to condensed chromosome;9/609;18/28564;3,51705852413380e-11;7,33959870293522e-10;5,41997229403356e-10;12534/20877/67052/76464/12237/22137/67139/70385/108911;9;Cdk1/Aurkb/Ndc80/Knl1/Bub3/Ttk/Mis12/Spdl1/Rcc2
TexProlif;GO:0006405;RNA export from nucleus;16/609;86/28564;3,64896844573822e-11;7,57160952490681e-10;5,59130212797926e-10;21681/20383/56488/53379/17149/445007/53817/60365/18226/108989/18148/73666/192170/20823/54196/103468;16;Alyref/Srsf3/Nxt1/Hnrnpa2b1/Magoh/Nup85/Ddx39b/Rbm8a/Nup62/Tpr/Npm1/Thoc3/Eif4a3/Ssb/Pabpn1/Nup107
TexProlif;GO:2000278;regulation of DNA biosynthetic process;19/609;130/28564;4,47744108807233e-11;9,23820048228257e-10;6,82200658200494e-10;18538/20877/15519/106344/69263/11991/19718/21781/51810/72151/53379/56351/272551/21454/109145/53817/70088/18148/22791;19;Pcna/Aurkb/Hsp90aa1/Rfc4/Rfc3/Hnrnpd/Rfc2/Tfdp1/Hnrnpu/Rfc5/Hnrnpa2b1/Ptges3/Gins2/Tcp1/Gins4/Ddx39b/Meaf6/Npm1/Dnajc2
TexProlif;GO:0006401;RNA catabolic process;28/609;293/28564;4,57981753738809e-11;9,39634474524793e-10;6,93878919620833e-10;15384/14156/11991/27756/51810/67153/22608/69639/13555/66373/12696/110809/17149/19826/56403/16549/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;28;Hnrnpab/Fen1/Hnrnpd/Lsm2/Hnrnpu/Rnaseh2b/Ybx1/Exosc8/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:1900262;regulation of DNA-directed DNA polymerase activity;8/609;13/28564;4,77913346783069e-11;9,69633079139870e-10;7,16031575706563e-10;18538/106344/69263/19718/72151/272551/109145/18148;8;Pcna/Rfc4/Rfc3/Rfc2/Rfc5/Gins2/Gins4/Npm1
TexProlif;GO:1900264;positive regulation of DNA-directed DNA polymerase activity;8/609;13/28564;4,77913346783069e-11;9,69633079139870e-10;7,16031575706563e-10;18538/106344/69263/19718/72151/272551/109145/18148;8;Pcna/Rfc4/Rfc3/Rfc2/Rfc5/Gins2/Gins4/Npm1
TexProlif;GO:0061640;cytoskeleton-dependent cytokinesis;17/609;104/28564;7,68010210931463e-11;1,54180823365364e-09;1,13855787589227e-09;16765/108907/11799/52276/20877/16319/71819/26934/18817/12615/12704/240641/74107/18226/80986/19348/68743;17;Stmn1/Nusap1/Birc5/Cdca8/Aurkb/Incenp/Kif23/Racgap1/Plk1/Cenpa/Cit/Kif20b/Cep55/Nup62/Ckap2/Kif20a/Anln
TexProlif;GO:0045739;positive regulation of DNA repair;19/609;134/28564;7,68371025533851e-11;1,54180823365364e-09;1,13855787589227e-09;18538/15289/19362/56207/51869/14235/12189/74355/225182/233908/12144/20588/70088/78656/66923/14194/56456/68094/11545;19;Pcna/Hmgb1/Rad51ap1/Uchl5/Rif1/Foxm1/Brca1/Smchd1/Rbbp8/Fus/Blm/Smarcc1/Meaf6/Brd8/Pbrm1/Fh1/Actl6a/Smarcc2/Parp1
TexProlif;GO:0007144;female meiosis I;8/609;14/28564;1,09429113966433e-10;2,18379849292577e-09;1,61263957424218e-09;67141/67052/229841/12442/69716/20878/22187/12531;8;Fbxo5/Ndc80/Cenpe/Ccnb2/Trip13/Aurka/Ubb/Cdc25b
TexProlif;GO:0046700;heterocycle catabolic process;34/609;440/28564;1,32444849607228e-10;2,62874234111738e-09;1,94121112525011e-09;110074/15384/66422/14156/11991/27756/51810/67153/15254/22608/69639/71207/15452/12367/13555/66373/12696/110809/17149/19826/56403/16549/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;34;Dut/Hnrnpab/Dctpp1/Fen1/Hnrnpd/Lsm2/Hnrnpu/Rnaseh2b/Hint1/Ybx1/Exosc8/Nudt4/Hprt/Casp3/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:0046605;regulation of centrosome cycle;13/609;56/28564;1,35212024217960e-10;2,66915844564318e-09;1,97105664891273e-09;12449/20873/20460/70235/18226/72776/18148/100502766/26425/103573/319675/69871/54375;13;Ccnf/Plk4/Stil/Poc1a/Nup62/Sass6/Npm1/Kifc1/Nubp1/Xpo1/Cep295/Ppp1r35/Azin1
TexProlif;GO:0000731;DNA synthesis involved in DNA repair;11/609;36/28564;1,40186756797919e-10;2,75248406358064e-09;2,03258896953179e-09;68026/18538/20133/12581/76843/18972/18971/18968/18973/67967/18974;11;Pclaf/Pcna/Rrm1/Cdkn2d/Dtl/Pold2/Pold1/Pola1/Pole/Pold3/Pole2
TexProlif;GO:2001022;positive regulation of response to DNA damage stimulus;21/609;173/28564;1,54159191315971e-10;3,01063832452368e-09;2,22322458852530e-09;18538/15289/19362/56207/51869/14235/12189/74355/225182/233908/67872/12144/55982/20588/70088/78656/66923/14194/56456/68094/11545;21;Pcna/Hmgb1/Rad51ap1/Uchl5/Rif1/Foxm1/Brca1/Smchd1/Rbbp8/Fus/Nsmce4a/Blm/Paxip1/Smarcc1/Meaf6/Brd8/Pbrm1/Fh1/Actl6a/Smarcc2/Parp1
TexProlif;GO:0009314;response to radiation;34/609;444/28564;1,68418245162850e-10;3,27161399646131e-09;2,41594369600908e-09;68026/18538/20877/98415/19361/19362/66131/230484/235559/12581/76843/75786/52033/12189/18971/12367/12696/19047/22166/12144/60530/55982/22142/12190/12021/11651/18148/67967/15312/234736/22209/21803/68539/11545;34;Pclaf/Pcna/Aurkb/Nucks1/Rad51/Rad51ap1/Tipin/Usp1/Topbp1/Cdkn2d/Dtl/Ckap5/Pbk/Brca1/Pold1/Casp3/Cirbp/Ppp1cc/Txn1/Blm/Fignl1/Paxip1/Tuba1a/Brca2/Bard1/Akt1/Npm1/Pold3/Hmgn1/Rfwd3/Ube2a/Tgfb1/Tmem109/Parp1
TexProlif;GO:0007292;female gamete generation;21/609;174/28564;1,71878250913595e-10;3,32116070019284e-09;2,45253176742205e-09;21973/67141/67052/229841/215387/18817/68549/12442/268697/52683/69716/15081/20878/17149/15078/12316/22187/12531/12190/22137/67121;21;Top2a/Fbxo5/Ndc80/Cenpe/Ncaph/Plk1/Sgo2a/Ccnb2/Ccnb1/Ncaph2/Trip13/H3f3b/Aurka/Magoh/H3f3a/Aspm/Ubb/Cdc25b/Brca2/Ttk/Mastl
TexProlif;GO:0010569;regulation of double-strand break repair via homologous recombination;14/609;72/28564;3,31634845868839e-10;6,37437082691052e-09;4,70719376795548e-09;19361/19362/51869/74355/19891/225182/233908/12144/60530/70088/78656/56420/56456/11545;14;Rad51/Rad51ap1/Rif1/Smchd1/Rpa2/Rbbp8/Fus/Blm/Fignl1/Meaf6/Brd8/Ppp4c/Actl6a/Parp1
TexProlif;GO:0019439;aromatic compound catabolic process;34/609;461/28564;4,52608845565430e-10;8,65407070159660e-09;6,39065231379792e-09;110074/15384/66422/14156/11991/27756/51810/67153/15254/22608/69639/71207/15452/12367/13555/66373/12696/110809/17149/19826/56403/16549/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;34;Dut/Hnrnpab/Dctpp1/Fen1/Hnrnpd/Lsm2/Hnrnpu/Rnaseh2b/Hint1/Ybx1/Exosc8/Nudt4/Hprt/Casp3/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:2000781;positive regulation of double-strand break repair;15/609;87/28564;4,60832780953179e-10;8,76542352104693e-09;6,47288149562525e-09;19362/51869/14235/74355/225182/233908/12144/20588/70088/78656/66923/14194/56456/68094/11545;15;Rad51ap1/Rif1/Foxm1/Smchd1/Rbbp8/Fus/Blm/Smarcc1/Meaf6/Brd8/Pbrm1/Fh1/Actl6a/Smarcc2/Parp1
TexProlif;GO:1901361;organic cyclic compound catabolic process;35/609;486/28564;4,72793983152559e-10;8,94634003353962e-09;6,60648041907203e-09;110074/15384/66422/14156/11991/27756/51810/22629/67153/15254/22608/69639/71207/15452/12367/13555/66373/12696/110809/17149/19826/56403/16549/233908/60365/69724/68209/18148/230753/52502/14852/192170/20823/74326/68544;35;Dut/Hnrnpab/Dctpp1/Fen1/Hnrnpd/Lsm2/Hnrnpu/Ywhah/Rnaseh2b/Hint1/Ybx1/Exosc8/Nudt4/Hprt/Casp3/E2f1/Lsm5/Cirbp/Srsf1/Magoh/Rnps1/Syncrip/Khsrp/Fus/Rbm8a/Rnaseh2a/Rnaseh2c/Npm1/Thrap3/Carhsp1/Gspt1/Eif4a3/Ssb/Hnrnpr/Trir
TexProlif;GO:0090231;regulation of spindle checkpoint;9/609;23/28564;5,37410814021665e-10;1,01166200660161e-08;7,47068098493492e-09;11799/52276/20877/16319/67052/56150/268697/20878/108989;9;Birc5/Cdca8/Aurkb/Incenp/Ndc80/Mad2l1/Ccnb1/Aurka/Tpr
TexProlif;GO:0051255;spindle midzone assembly;7/609;11/28564;5,93010759603814e-10;1,11060271490930e-08;8,20131479678798e-09;11799/233406/52276/20877/16319/71819/26934;7;Birc5/Prc1/Cdca8/Aurkb/Incenp/Kif23/Racgap1
TexProlif;GO:0051438;regulation of ubiquitin-protein transferase activity;12/609;52/28564;7,51461825040510e-10;1,40017274747344e-08;1,03396627054446e-08;77891/67141/56150/12237/18817/12236/107995/56424/56371/67121/23988/22195;12;Ube2s/Fbxo5/Mad2l1/Bub3/Plk1/Bub1b/Cdc20/Stub1/Fzr1/Mastl/Pin1/Ube2l3
TexProlif;GO:0035825;homologous recombination;13/609;64/28564;8,04073491901781e-10;1,49059715351538e-08;1,10074073537396e-08;21973/19361/19362/235559/69928/19183/69716/12189/20892/225182/237911/12021/19360;13;Top2a/Rad51/Rad51ap1/Topbp1/Cenps/Psmc3ip/Trip13/Brca1/Cenpx/Rbbp8/Brip1/Bard1/Rad50
TexProlif;GO:0009263;deoxyribonucleotide biosynthetic process;8/609;17/28564;8,37131754402157e-10;1,52099759556054e-08;1,12319013080824e-08;20135/22171/110074/20133/21915/13178/18102/20425;8;Rrm2/Tyms/Dut/Rrm1/Dtymk/Dck/Nme1/Shmt1
TexProlif;GO:0009265;2'-deoxyribonucleotide biosynthetic process;8/609;17/28564;8,37131754402157e-10;1,52099759556054e-08;1,12319013080824e-08;20135/22171/110074/20133/21915/13178/18102/20425;8;Rrm2/Tyms/Dut/Rrm1/Dtymk/Dck/Nme1/Shmt1
TexProlif;GO:0046385;deoxyribose phosphate biosynthetic process;8/609;17/28564;8,37131754402157e-10;1,52099759556054e-08;1,12319013080824e-08;20135/22171/110074/20133/21915/13178/18102/20425;8;Rrm2/Tyms/Dut/Rrm1/Dtymk/Dck/Nme1/Shmt1
TexProlif;GO:1901970;positive regulation of mitotic sister chromatid separation;8/609;17/28564;8,37131754402157e-10;1,52099759556054e-08;1,12319013080824e-08;11799/52276/20877/16319/229841/59008/66156/68501;8;Birc5/Cdca8/Aurkb/Incenp/Cenpe/Anapc5/Anapc11/Nsmce2
TexProlif;GO:2000001;regulation of DNA damage checkpoint;9/609;24/28564;8,43634621442456e-10;1,52522457302369e-08;1,12631156859592e-08;19361/67153/12189/241627/19891/53817/12190/12021/234736;9;Rad51/Rnaseh2b/Brca1/Wdr76/Rpa2/Ddx39b/Brca2/Bard1/Rfwd3
TexProlif;GO:1903320;regulation of protein modification by small protein conjugation or removal;24/609;249/28564;9,40462539713591e-10;1,68775342864042e-08;1,24633201250267e-08;11799/77891/67141/15519/56150/12237/18817/12236/170930/107995/268373/12189/22187/56459/55982/56424/22196/56371/11651/18148/67121/50995/23988/22195;24;Birc5/Ube2s/Fbxo5/Hsp90aa1/Mad2l1/Bub3/Plk1/Bub1b/Sumo2/Cdc20/Ppia/Brca1/Ubb/Sae1/Paxip1/Stub1/Ube2i/Fzr1/Akt1/Npm1/Mastl/Uba2/Pin1/Ube2l3
TexProlif;GO:0016570;histone modification;32/609;426/28564;9,42775737794759e-10;1,68775342864042e-08;1,24633201250267e-08;110052/14056/18140/19361/19646/245688/52615/72612/27632/51869/22385/107435/93762/59001/12189/15469/55982/14113/70088/12190/12021/78656/20937/72117/66125/18045/13626/14194/56456/22209/21803/70999;32;Dek/Ezh2/Uhrf1/Rad51/Rbbp4/Rbbp7/Suz12/Hpf1/Nelfe/Rif1/Baz1b/Hat1/Smarca5/Pole3/Brca1/Prmt1/Paxip1/Fbl/Meaf6/Brca2/Bard1/Brd8/Suv39h1/Naa50/Sf3b5/Nfyb/Eed/Fh1/Actl6a/Ube2a/Tgfb1/Naa40
TexProlif;GO:0006289;nucleotide-excision repair;14/609;79/28564;1,20408445359117e-09;2,14503240220241e-08;1,58401251353046e-08;15289/68240/68275/18971/19891/237911/20588/18973/12190/67967/15312/66923/56456/68094;14;Hmgb1/Rpa3/Rpa1/Pold1/Rpa2/Brip1/Smarcc1/Pole/Brca2/Pold3/Hmgn1/Pbrm1/Actl6a/Smarcc2
TexProlif;GO:0090232;positive regulation of spindle checkpoint;7/609;12/28564;1,39700184052189e-09;2,45281284691631e-08;1,81129489646613e-08;11799/52276/20877/16319/67052/56150/108989;7;Birc5/Cdca8/Aurkb/Incenp/Ndc80/Mad2l1/Tpr
TexProlif;GO:0090267;positive regulation of mitotic cell cycle spindle assembly checkpoint;7/609;12/28564;1,39700184052189e-09;2,45281284691631e-08;1,81129489646613e-08;11799/52276/20877/16319/67052/56150/108989;7;Birc5/Cdca8/Aurkb/Incenp/Ndc80/Mad2l1/Tpr
TexProlif;GO:0140719;constitutive heterochromatin formation;7/609;12/28564;1,39700184052189e-09;2,45281284691631e-08;1,81129489646613e-08;14056/15201/51869/107435/15081/74355/15078;7;Ezh2/Hells/Rif1/Hat1/H3f3b/Smchd1/H3f3a
TexProlif;GO:0006406;mRNA export from nucleus;13/609;67/28564;1,46471428646914e-09;2,55939549004081e-08;1,89000151192845e-08;21681/20383/56488/53379/17149/445007/53817/60365/108989/73666/192170/54196/103468;13;Alyref/Srsf3/Nxt1/Hnrnpa2b1/Magoh/Nup85/Ddx39b/Rbm8a/Tpr/Thoc3/Eif4a3/Pabpn1/Nup107
TexProlif;GO:0090224;regulation of spindle organization;11/609;45/28564;1,99039849026814e-09;3,46139775545679e-08;2,55609069276540e-08;209737/72119/21335/18817/51810/20460/18226/54141/108989/72776/77744;11;Kif15/Tpx2/Tacc3/Plk1/Hnrnpu/Stil/Nup62/Spag5/Tpr/Sass6/Bora
